Date_x,open_x,high_x,low_x,close_x,volume_x,open,high,low,close,volume,High-Low,High-Close,Low-Close,True Range,ATR,+DM,-DM,Smoothed+DM,Smoothed-DM,+DI,-DI,DX,ADX,OBV,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,positive,neutral,negative,score
2002-05-23,16.19,17.4,16.04,16.75,7485000,16.19,17.4,16.04,16.75,7485000,1.3599999999999994,,,1.3599999999999994,1.3599999999999994,0.0,,0.0,,0.0,,,,-7485000,50.0,16.75,16.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-05-24,17.0,17.15,16.76,16.94,793200,17.0,17.15,16.76,16.94,793200,0.389999999999997,0.3999999999999986,0.0100000000000015,0.3999999999999986,1.291428571428571,0.0,0.0,0.0,0.0,0.0,0.0,,,-6691800,100.0,16.77923076923077,16.764074074074074,0.0151566951566977,0.0030313390313395,0.0121253561253581,0.0,0.0,0.0,0.0
2002-05-28,16.99,17.25,16.2,16.2,472100,16.99,17.25,16.2,16.2,472100,1.0500000000000007,0.3099999999999987,0.740000000000002,1.0500000000000007,1.2741836734693872,0.0,0.5600000000000023,0.0,0.0400000000000001,0.0,3.13926483542886,100.0,100.0,-7163900,20.430107526881784,16.690118343195266,16.722290809327845,-0.0321724661325788,-0.0040094220014441,-0.0281630441311347,0.0,0.0,0.0,0.0
2002-05-29,16.3,16.3,15.2,15.45,482700,16.3,16.3,15.2,15.45,482700,1.1000000000000014,0.1000000000000014,1.0,1.1000000000000014,1.2617419825072884,0.0,1.0,0.0,0.1085714285714287,0.0,8.604883571812318,100.0,100.0,-7646600,11.309523809523853,16.49933090578061,16.62804704567393,-0.1287161398933207,-0.0289507655798194,-0.0997653743135013,0.0,0.0,0.0,0.0
2002-05-30,15.51,15.51,15.0,15.0,725300,15.51,15.51,15.0,15.0,725300,0.5099999999999998,0.0600000000000005,0.4499999999999993,0.5099999999999998,1.2080461266139109,0.0,0.1999999999999993,0.0,0.1151020408163266,0.0,9.527950819142273,100.0,100.0,-8371900,8.920187793427274,16.268664612583592,16.507450968216602,-0.2387863556330103,-0.0709178835904576,-0.1678684720425526,0.0,0.0,0.0,0.0
2002-05-31,15.1,15.1,15.0,15.07,604600,15.1,15.1,15.0,15.07,604600,0.0999999999999996,0.0999999999999996,0.0,0.0999999999999996,1.1288999747129171,0.0,0.0,0.0,0.1068804664723032,0.0,9.467664883195992,100.0,100.0,-7767300,11.81818181818187,16.084254672186116,16.400973118719076,-0.3167184465329598,-0.120077996178958,-0.1966404503540017,0.0,0.0,0.0,0.0
2002-06-03,15.12,16.09,15.07,15.8,225100,15.12,16.09,15.07,15.8,225100,1.0199999999999996,1.0199999999999996,0.0,1.0199999999999996,1.1211214050905658,0.9900000000000002,0.0,0.0707142857142857,0.0992461474385673,6.307460137073498,8.852399658763995,16.787355265576213,94.05623966182688,-7542200,33.788395904436896,16.040523184157482,16.356456591406552,-0.3159334072490694,-0.1592490783929803,-0.156684328856089,0.0,0.0,0.0,0.0
2002-06-04,15.9,15.96,15.55,15.65,221800,15.9,15.96,15.55,15.65,221800,0.4100000000000001,0.1600000000000001,0.25,0.4100000000000001,1.0703270190126684,0.0,0.0,0.0656632653061224,0.0921571369072411,6.134878793090177,8.610185043469443,16.787355265576213,88.53703363352327,-7764000,32.14285714285717,15.9804426942871,16.304126473524583,-0.3236837792374825,-0.1921360185618807,-0.1315477606756017,0.0,0.0,0.0,0.0
2002-06-05,15.55,16.23,15.5,16.06,109400,15.55,16.23,15.5,16.06,109400,0.7300000000000004,0.5800000000000001,0.1500000000000003,0.7300000000000004,1.0460179462260493,0.2699999999999996,0.0,0.0802587463556851,0.0855744842710096,7.672788659626001,8.180976682068948,3.2054720849590703,82.44192209434011,-7654600,40.11461318051574,15.992682279781391,16.28604303104128,-0.2933607512598879,-0.2123809651014822,-0.0809797861584057,0.0,0.0,0.0,0.0
2002-06-06,16.1,17.25,16.08,16.55,164700,16.1,17.25,16.08,16.55,164700,1.1700000000000017,1.1900000000000013,0.0199999999999995,1.1900000000000013,1.0563023786384744,1.0199999999999996,0.0,0.1473831216159933,0.0794620211087946,13.952739726475237,7.522658541318211,29.94161554060763,78.69190019764494,-7489900,47.48743718592966,16.07842346750733,16.305595399112295,-0.227171931604964,-0.2153391584021785,-0.0118327732027855,0.0,0.0,0.0,0.0
2002-06-07,16.49,16.49,15.45,15.66,97800,16.49,16.49,15.45,15.66,97800,1.0399999999999991,0.0600000000000022,1.1000000000000014,1.1000000000000014,1.059423637307155,0.0,0.629999999999999,0.1368557557862794,0.1187861624581663,12.917944339446654,11.212338320116896,7.068321757324199,73.5759303090506,-7587700,38.80903490759754,16.014050626352358,16.25777351769657,-0.2437228913442126,-0.2210159049905854,-0.0227069863536272,0.0,0.0,0.0,0.0
2002-06-10,15.89,16.45,15.89,16.19,34600,15.89,16.45,15.89,16.19,34600,0.5599999999999987,0.7899999999999991,0.2300000000000004,0.7899999999999991,1.0401790917852154,0.0,0.0,0.1270803446586881,0.1103014365682973,12.217160070059233,10.604081300941328,7.068321757324196,68.82538684107016,-7553100,44.81481481481484,16.04111976075969,16.252753257126454,-0.2116334963667654,-0.2191394232658214,0.0075059268990559,0.0,0.0,0.0,0.0
2002-06-11,16.19,16.64,15.8,16.15,71700,16.19,16.64,15.8,16.15,71700,0.8399999999999999,0.4499999999999993,0.3900000000000005,0.8399999999999999,1.0258805852291286,0.1900000000000012,0.0,0.1315746057544961,0.1024227625277046,12.82552839472142,9.983887403895915,12.458192774046225,64.79915869342558,-7624800,44.48529411764706,16.05787056679666,16.245141904746717,-0.1872713379500581,-0.2127658062026687,0.0254944682526106,0.0,0.0,0.0,0.0
2002-06-12,16.15,16.55,15.25,15.3,128500,16.15,16.55,15.25,15.3,128500,1.3000000000000007,0.4000000000000021,0.8999999999999986,1.3000000000000007,1.045460543427048,0.0,0.5500000000000007,0.122176419629175,0.1343925652042972,11.68637309148726,12.854867268711528,4.761349304574445,60.51074373707908,-7753300,38.4737678855326,15.941275094981789,16.175131393283998,-0.233856298302209,-0.2169839046225768,-0.0168723936796321,0.0,0.0,0.0,0.0
2002-06-13,15.46,15.71,15.12,15.16,183400,15.46,15.71,15.12,15.16,183400,0.5900000000000016,0.4100000000000001,0.1800000000000015,0.5900000000000016,1.0129276474679734,0.0,0.1300000000000007,0.1134495325128053,0.1340788105468475,11.200161511673263,13.236760876456064,8.33410743151566,56.78384114382455,-7936700,37.63608087091759,15.821078926523052,16.09993647526296,-0.278857548739909,-0.2293586334460433,-0.0494989152938656,0.0,0.0,0.0,0.0
2002-06-14,15.15,15.2,13.72,13.81,341700,15.15,15.2,13.72,13.81,341700,1.4799999999999986,0.0399999999999991,1.4399999999999995,1.4799999999999986,1.046289958363118,0.0,1.3999999999999986,0.1053459944761764,0.224501752650644,10.0685277187393,21.45693465336021,36.12447233985636,55.30817194354111,-8278400,29.380764163372877,15.51168216859643,15.930311551169408,-0.4186293825729787,-0.2672127832714304,-0.1514165993015483,0.0,0.0,0.0,0.0
2002-06-17,14.19,14.83,12.85,12.91,346800,14.19,14.83,12.85,12.91,346800,1.9800000000000004,1.0199999999999996,0.9600000000000009,1.9800000000000004,1.1129835327657525,0.0,0.870000000000001,0.0978212805850209,0.2706087703184552,8.78910403480419,24.31381618432352,46.89831606019084,54.707467951873234,-8625200,28.77419354838712,15.111423373427748,15.706584769601305,-0.5951613961735553,-0.3328025058518554,-0.2623588903216999,0.0,0.0,0.0,0.0
