Date_x,open_x,high_x,low_x,close_x,volume_x,open,high,low,close,volume,High-Low,High-Close,Low-Close,True Range,ATR,+DM,-DM,Smoothed+DM,Smoothed-DM,+DI,-DI,DX,ADX,OBV,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,positive,neutral,negative,score
1999-11-01,80.0,80.69,77.37,77.62,2487300,80.0,80.69,77.37,77.62,2487300,3.319999999999993,,,3.319999999999993,3.319999999999993,0.0,,0.0,,0.0,,,,-2487300,50.0,77.62,77.62,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1999-11-02,78.0,81.69,77.31,80.25,3564600,78.0,81.69,77.31,80.25,3564600,4.3799999999999955,4.069999999999993,0.3100000000000023,4.3799999999999955,3.3957142857142792,1.0,0.0,0.0714285714285714,0.0,2.1034917963819977,0.0,100.0,100.0,1077300,100.0,78.02461538461539,77.81481481481482,0.2098005698005636,0.0419601139601127,0.1678404558404508,0.0,1.0,0.0,0.0
1999-11-03,81.62,83.25,81.0,81.5,2932700,81.62,83.25,81.0,81.5,2932700,2.25,3.0,0.75,3.0,3.3674489795918308,1.5600000000000025,0.0,0.1777551020408165,0.0,5.2786279203660635,0.0,100.0,100.0,4010000,100.0,78.5592899408284,78.08779149519891,0.4714984456294928,0.1278677802939887,0.343630665335504,0.0,1.0,0.0,0.0
1999-11-04,82.06,85.37,80.62,83.62,3384700,82.06,85.37,80.62,83.62,3384700,4.75,3.870000000000005,0.8799999999999955,4.75,3.4662026239067,2.1200000000000045,0.0,0.3164868804664728,0.0,9.130651459428115,0.0,100.0,100.0,7394700,100.0,79.33786071916249,78.49758471777677,0.8402760013857176,0.2703494245123345,0.569926576873383,0.0,1.0,0.0,0.0
1999-11-05,84.62,88.37,84.0,88.31,3721500,84.62,88.37,84.0,88.31,3721500,4.3700000000000045,4.75,0.3799999999999954,4.75,3.557902436484793,3.0,0.0,0.5081663890045819,0.0,14.282752213594993,0.0,100.0,100.0,11116200,100.0,80.71818983929134,79.22443029423775,1.4937595450535923,0.5150314486205861,0.9787280964330062,0.0,1.0,0.0,0.0
1999-11-08,87.75,97.73,86.75,96.37,8490400,87.75,97.73,86.75,96.37,8490400,10.980000000000004,9.420000000000002,1.5600000000000025,10.980000000000004,4.088052262450165,9.36,0.0,1.1404402183613973,0.0,27.896908971459112,0.0,100.0,100.0,19606600,100.0,83.12616063324651,80.49447249466458,2.6316881385819357,0.938362786612856,1.6933253519690796,0.0,1.0,0.0,0.0
1999-11-09,94.37,94.5,88.0,89.62,7224800,94.37,94.5,88.0,89.62,7224800,6.5,1.8700000000000043,8.370000000000005,8.370000000000005,4.393905672275154,0.0,0.0,1.0589802027641546,0.0,24.101113718625125,0.0,100.0,100.0,12381800,73.52941176470588,84.12521284351628,81.1704374950598,2.9547753484564794,1.3416452989815808,1.6131300494748986,0.0,1.0,0.0,0.0
1999-11-10,88.25,93.25,88.12,91.44,5159800,88.25,93.25,88.12,91.44,5159800,5.1299999999999955,3.629999999999995,1.5,5.1299999999999955,4.446483838541214,0.0,0.0,0.9833387597095722,0.0,22.114974335140783,0.0,100.0,100.0,17541600,75.29282576866764,85.25056471374454,81.93114582875907,3.319418884985467,1.7372000161823582,1.5822188688031087,0.0,1.0,0.0,0.0
1999-11-11,91.59,92.62,89.87,92.25,2409600,91.59,92.62,89.87,92.25,2409600,2.75,1.1800000000000068,1.5699999999999932,2.75,4.325306421502556,0.0,0.0,0.9131002768731742,0.0,21.110649463673717,0.0,100.0,100.0,19951200,76.00426590828297,86.32740091163,82.69550539699914,3.6318955146308554,2.1161391158720577,1.5157563987587976,0.0,1.0,0.0,0.0
1999-11-12,91.94,92.0,87.37,90.62,2491600,91.94,92.0,87.37,90.62,2491600,4.6299999999999955,0.25,4.8799999999999955,4.8799999999999955,4.364927391395231,0.0,2.5,0.8478788285250903,0.1785714285714285,19.42480945265093,4.091051524097608,65.20602389899598,97.51471599278544,17459600,71.84139784946237,86.98780077137923,83.28250499722142,3.705295774157804,2.433970447529207,1.271325326628597,0.0,1.0,0.0,0.0
1999-11-15,89.62,92.87,88.5,89.44,2320600,89.62,92.87,88.5,89.44,2320600,4.3700000000000045,2.25,2.1200000000000045,4.3700000000000045,4.365289720581286,0.8700000000000045,0.0,0.84945891220187,0.1658163265306122,19.45939368461334,3.7985182460817737,67.33568982975983,95.35907126685504,15139000,69.10148674854557,87.36506219116704,83.73861573816798,3.626446452999062,2.672465648623178,0.9539808043758836,0.0,1.0,0.0,0.0
1999-11-16,90.0,91.75,88.5,91.19,2088000,90.0,91.75,88.5,91.19,2088000,3.25,2.3100000000000023,0.9399999999999976,3.25,4.285626169111194,0.0,0.0,0.7887832756160221,0.1539723032069971,18.405321521069805,3.592760943937622,67.33568982975981,93.35740116420536,17227000,70.75558274701743,87.95351416175673,84.29057012793331,3.662944033823422,2.870561325663227,0.7923827081601948,0.0,1.0,0.0,0.0
1999-11-17,90.69,94.75,90.0,90.25,3255100,90.69,94.75,90.0,90.25,3255100,4.75,3.5600000000000023,1.1899999999999975,4.75,4.318795728460395,3.0,0.0,0.9467273273577348,0.1429742815493544,21.92109529790688,3.3105127109200714,73.759003312338,91.9575156033577,13971900,68.7778768956289,88.30681967533262,84.73200937771603,3.574810297616594,3.0114111200539004,0.5633991775626934,0.0,1.0,0.0,0.0
1999-11-18,91.06,91.12,88.44,89.62,3257000,91.06,91.12,88.44,89.62,3257000,2.680000000000007,0.8700000000000045,1.8100000000000025,2.680000000000007,4.201738890713225,0.0,1.5600000000000025,0.8791039468321823,0.2441904042958293,20.922384034267267,5.811651096062734,56.52245485778267,89.42643983581664,10714900,67.51313485113836,88.50884741758914,85.09408275714446,3.414764660444675,3.0920818281320557,0.3226828323126192,0.0,1.0,0.0,0.0
1999-11-19,89.5,92.87,88.06,92.44,2790300,89.5,92.87,88.06,92.44,2790300,4.810000000000002,3.25,1.5600000000000025,4.810000000000002,4.245186112805137,1.75,0.0,0.9413108077727408,0.2267482325604129,22.173605179131727,5.341302513839189,61.17521037365717,87.40849487423382,13505200,69.98381877022653,89.11364012257542,85.63822477513376,3.475415347441654,3.168748531993975,0.3066668154476786,0.0,1.0,0.0,0.0
1999-11-22,91.75,91.75,89.25,90.62,1806800,91.75,91.75,89.25,90.62,1806800,2.5,0.6899999999999977,3.1899999999999977,3.1899999999999977,4.169815676176198,0.0,0.0,0.8740743215032593,0.2105519302346691,20.961941471350652,5.049430156772526,61.175210373657166,85.53468883847835,11698400,64.29556106975463,89.34538779602535,86.0072451621609,3.33814263386445,3.2026273523680704,0.1355152814963798,0.0,1.0,0.0,0.0
1999-11-23,91.75,95.25,88.5,92.81,4851000,91.75,95.25,88.5,92.81,4851000,6.75,4.6299999999999955,2.1200000000000045,6.75,4.3541145564493275,3.5,0.0,1.0616404413958835,0.1955125066464785,24.382464623568033,4.490293126460919,68.89598724627254,84.3462101533208,16549400,65.19752754635851,89.8784050581753,86.51115292792676,3.367252130248545,3.2355523079441655,0.1316998223043795,0.0,1.0,0.0,0.0
