Date_x,open_x,high_x,low_x,close_x,volume_x,Date_y,Revenue,Net Income,Total Assets,Total Liabilities,Total Equity,Total Debt,Operating Cash Flow,Capital Expenditures,Free Cash Flow,Profit Margin (%),ROE (%),ROA (%),Debt/Equity,FCF Margin (%),Fiscal End Date,Estimated EPS,Actual EPS,Target,open_y,high_y,low_y,close_y,volume_y,High-Low,High-Close,Low-Close,True Range,ATR,+DM,-DM,Smoothed+DM,Smoothed-DM,+DI,-DI,DX,ADX,OBV,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram
2015-07-21,132.85,132.92,130.32,130.75,76756427,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,132.85,132.92,130.32,130.75,76756427,2.5999999999999943,0.8499999999999943,1.75,2.5999999999999943,2.138002514114706,0.0,0.3799999999999954,0.6613739807139495,0.4639841983951886,30.93420032706594,21.701761121984138,17.540173962659562,21.989443938126115,2301975208,62.603550295858,127.77969979490248,127.2350389149304,0.5446608799720991,-0.3229426718145726,0.8676035517866718
2015-07-22,121.99,125.5,121.99,125.22,115450607,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,121.99,125.5,121.99,125.22,115450607,3.510000000000005,5.25,8.760000000000005,8.760000000000005,2.611002334535085,0.0,8.329999999999998,0.6141329820915246,1.0258424699383892,23.520966410812388,39.2892207092205,25.10461283656793,22.211956002300532,2186524601,47.29199372056516,127.38589982645595,127.0857767730837,0.3001230533722605,-0.198329526777206,0.4984525801494666
2015-07-23,126.2,127.09,125.06,125.16,50999452,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,126.2,127.09,125.06,125.16,50999452,2.030000000000001,1.8700000000000043,0.1599999999999966,2.030000000000001,2.569502167782579,1.5900000000000034,0.0,0.6838377690849874,0.9525680077999328,26.613628805580017,37.0720842248589,16.421980569300075,21.798386328514784,2135525149,47.47832939322301,127.04345369930888,126.94312664174416,0.1003270575647263,-0.1385982099088195,0.2389252674735459
2015-07-24,125.32,125.74,123.9,124.5,42162332,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,125.32,125.74,123.9,124.5,42162332,1.8399999999999892,0.5799999999999983,1.259999999999991,1.8399999999999892,2.5173948700838227,0.0,1.1599999999999966,0.6349922141503455,0.967384578671366,25.22418003216166,38.428003098264625,20.74370809725052,21.723052169138764,2093362817,47.07031250000001,126.65215313018444,126.76215429791124,-0.1100011677268071,-0.132878801472417,0.0228776337456099
2015-07-27,123.09,123.61,122.12,122.77,44455540,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,123.09,123.61,122.12,122.77,44455540,1.4899999999999949,0.8900000000000006,2.3799999999999955,2.3799999999999955,2.507580950792121,0.0,1.7800000000000011,0.5896356274253208,1.0254285373376972,23.51412133829859,40.893137946903536,26.9830090605918,22.09876337567113,2048907277,44.59659511472982,126.05489880246375,126.46643916473263,-0.4115403622688802,-0.1886111136317097,-0.2229292486371705
2015-07-28,123.38,123.91,122.55,123.38,33618097,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,123.38,123.91,122.55,123.38,33618097,1.3599999999999994,1.1400000000000006,0.2199999999999988,1.3599999999999994,2.425610882878398,0.2999999999999971,0.0,0.568947368323512,0.952183641813576,23.455838376201527,39.25541596695216,25.194166112984963,22.319863571193544,2082525374,51.65238678090576,125.64337590977702,126.2378140414191,-0.5944381316420788,-0.2697765172337835,-0.3246616144082953
2015-07-29,123.15,123.5,122.27,122.99,37011653,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,123.15,123.5,122.27,122.99,37011653,1.230000000000004,0.1200000000000045,1.1099999999999994,1.230000000000004,2.3402101055299416,0.0,0.2800000000000011,0.5283082705861183,0.904170524541178,22.57524951873852,38.636296903624725,26.238591121459407,22.59977268192682,2045513721,56.517857142857146,125.23516423134978,125.9972352235362,-0.7620709921864233,-0.3682354122243115,-0.3938355799621117
2015-07-30,122.32,122.5699,121.71,122.37,33628268,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,122.32,122.5699,121.71,122.37,33628268,0.8599000000000103,0.4200999999999908,1.2800000000000011,1.2800000000000011,2.264480812277803,0.0,0.5600000000000023,0.4905719655442527,0.8795869156453796,21.66377223796366,38.84276302436928,28.39195916924372,23.01350028816374,2011885453,47.70318021201414,124.79436973421905,125.7285511329039,-0.9341813986848564,-0.4814246095164205,-0.4527567891684358
2015-07-31,122.6,122.6425,120.91,121.3,42884953,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,122.6,122.6425,120.91,121.3,42884953,1.7325000000000017,0.2724999999999937,1.460000000000008,1.7325000000000017,2.226482182829389,0.0,0.7999999999999972,0.4555311108625203,0.8739021359564237,20.459679146573563,39.2503538854229,31.46987831807109,23.617527290299986,1969000500,38.2162162162162,124.25677439049304,125.40051030824436,-1.1437359177513144,-0.6138868711633994,-0.5298490465879151
2015-08-03,121.5,122.57,117.52,118.44,69975968,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,121.5,122.57,117.52,118.44,69975968,5.049999999999997,1.269999999999996,3.780000000000001,5.049999999999997,2.428162026913004,0.0,3.390000000000001,0.4229931743723403,1.0536234119595365,17.420302668603398,43.39180830115525,42.70778504213949,24.98111712971709,1899024532,33.176912247770986,123.36188602272487,124.8849169520781,-1.5230309293532258,-0.7957156828013647,-0.7273152465518611
2015-08-04,117.42,117.7,113.25,114.64,124138623,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,117.42,117.7,113.25,114.64,124138623,4.450000000000003,0.7399999999999949,5.189999999999998,5.189999999999998,2.625436167847789,0.0,4.269999999999996,0.3927793762028875,1.2833645968195693,14.960538024615918,48.881957692828315,53.13297872680712,26.991964386652093,1774885909,24.518828451882857,122.02005740384412,124.12603421488711,-2.105976811043007,-1.0577679084496932,-1.048208902593314
2015-08-05,112.95,117.44,112.1,115.4,98384461,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,112.95,117.44,112.1,115.4,98384461,5.340000000000003,2.799999999999997,2.5400000000000063,5.340000000000003,2.8193335844300904,0.0,1.1500000000000057,0.3647237064741098,1.2738385541896005,12.936521896107456,45.18225729741373,55.482472014658,29.027000645795372,1873270370,21.462777535916445,121.00158703402197,123.47966131008069,-2.47807427605872,-1.3418291819714987,-1.1362450940872215
2015-08-06,115.97,116.5,114.115,115.13,52903040,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,115.97,116.5,114.115,115.13,52903040,2.385000000000005,1.0999999999999943,1.2850000000000108,2.385000000000005,2.788309756970799,0.0,0.0,0.3386720131545306,1.1828500860332003,12.14614023093552,42.42176046173009,55.482472014658015,30.916677172142705,1820367330,17.26163578852234,120.09826595186472,122.86116787970433,-2.762901927839593,-1.6260437311451177,-1.1368581966944753
2015-08-07,114.58,116.25,114.5,115.52,38670405,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,114.58,116.25,114.5,115.52,38670405,1.75,1.1200000000000043,0.6299999999999955,1.75,2.714144774330028,0.0,0.0,0.3144811550720641,1.0983607941736862,11.586749463270328,40.46802530807557,55.48247201465799,32.67137680375094,1859037735,8.769307424015977,119.39391734388556,122.31737766639289,-2.9234603225073386,-1.885527049417562,-1.0379332730897766
2015-08-10,116.53,119.99,116.53,119.72,54951597,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,116.53,119.99,116.53,119.72,54951597,3.4599999999999937,4.469999999999999,1.0100000000000051,4.469999999999999,2.8395630047350258,3.739999999999995,0.0,0.5591610725669163,1.0199064517327086,19.69180016905786,35.917725721598536,29.17832024758726,32.42187276402496,1913989332,25.9694989106754,119.4440839063647,122.12497932073416,-2.680895414369459,-2.0446007224079414,-0.6362946919615178
2015-08-11,117.81,118.18,113.33,113.49,97082814,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,117.81,118.18,113.33,113.49,97082814,4.8500000000000085,1.539999999999992,6.390000000000001,6.390000000000001,3.0931656472539526,0.0,3.200000000000003,0.5192209959549937,1.1756274194660867,16.786071460994894,38.00725708013032,38.72950628142226,32.87241801526763,1816906518,25.20084566596195,118.5280709976932,121.485351222902,-2.957280225208791,-2.2271366229681115,-0.7301436022406795
2015-08-12,112.53,115.42,109.63,115.24,101685610,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,112.53,115.42,109.63,115.24,101685610,5.790000000000006,1.9300000000000068,3.859999999999999,5.790000000000006,3.2857966724500995,0.0,3.700000000000003,0.4821337819582084,1.3559397466470808,14.67326892137543,41.26669668929958,47.539227951990966,33.92004729646215,1918592128,30.426203630623533,118.02221392112502,121.02273261379814,-3.0005186926731255,-2.3818130369091146,-0.6187056557640109
2015-08-13,116.04,116.4,114.54,115.15,48535789,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,116.04,116.4,114.54,115.15,48535789,1.8599999999999992,1.1600000000000108,0.6999999999999886,1.8599999999999992,3.183954052989378,0.980000000000004,0.0,0.5176956546754795,1.2590869076008608,16.259520271324927,39.54475745084068,41.72661690103157,34.47765941107426,1870056339,31.126362535325,117.58033485633656,120.58771538314645,-3.0073805268098823,-2.5069265348892684,-0.5004539919206139
2015-08-14,114.32,116.31,114.01,115.96,42929516,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,114.32,116.31,114.01,115.96,42929516,2.299999999999997,1.1599999999999966,1.1400000000000006,2.299999999999997,3.120814477775851,0.0,0.5300000000000011,0.480717393627231,1.2070092713436569,15.403587654778816,38.67609817690511,43.03373838849395,35.08880790946138,1912985855,35.72327044025157,117.33105257074632,120.2449216510615,-2.9138690803151945,-2.5883150439744536,-0.325554036340741
2015-08-17,116.04,117.65,115.5,117.16,40884745,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,116.04,117.65,115.5,117.16,40884745,2.1500000000000057,1.690000000000012,0.4599999999999937,2.1500000000000057,3.051470586506148,1.3400000000000034,0.0,0.5420947226538576,1.1207943233905384,17.765031884988332,36.72964531746701,34.80085470003334,35.06823982307366,1953870600,37.27495908346973,117.3047367906315,120.01640893616806,-2.711672145536568,-2.6129864642868763,-0.0986856812496914
2015-08-18,116.43,117.44,116.01,116.5,34560708,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,116.43,117.44,116.01,116.5,34560708,1.4299999999999926,0.2800000000000011,1.1499999999999917,1.4299999999999926,2.9356512588985653,0.0,0.0,0.503373671035725,1.0407375860055,17.14691653206066,35.4516764500146,34.800854700033334,35.04914088571364,1919309892,36.8676649129907,117.18093113053436,119.7559342001556,-2.5750030696212605,-2.6053897853537533,0.0303867157324928
2015-08-19,116.1,116.52,114.68,115.01,48286510,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,116.1,116.52,114.68,115.01,48286510,1.8399999999999892,0.019999999999996,1.8199999999999932,1.8399999999999892,2.857390454691524,0.0,1.3299999999999983,0.4674184088188874,1.061399187005107,16.358226718768424,37.14575252613464,38.85229865280814,35.32079501193468,1871023382,35.613760750586394,116.84694172583676,119.4043835186626,-2.5574417928258413,-2.5958001868481713,0.0383583940223299
2015-08-20,114.08,114.35,111.63,112.65,68501622,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,114.08,114.35,111.63,112.65,68501622,2.719999999999999,0.6600000000000108,3.3800000000000097,3.3800000000000097,2.8947197079278446,0.0,3.0500000000000114,0.4340313796175383,1.2034421022190287,14.993900045964562,41.57370051833102,46.98767528977203,36.15414360320877,1802521760,33.9039821362114,116.20125838340032,118.90405881357648,-2.702800430176154,-2.617200235513768,-0.0856001946623861
2015-08-21,110.43,111.9,105.645,105.76,128275471,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,110.43,111.9,105.645,105.76,128275471,6.25500000000001,0.75,7.00500000000001,7.00500000000001,3.1883111573615706,0.0,5.984999999999999,0.4030291382162856,1.5449819520605266,12.640834546080034,48.45769047645427,58.621473950744786,37.75895291374706,1674246289,29.4822006472492,114.59491093980029,117.93042482738564,-3.33551388758535,-2.760862965928085,-0.5746509216572653
2015-08-24,94.87,108.8,92.0,103.12,162206292,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,94.87,108.8,92.0,103.12,162206292,16.799999999999997,3.039999999999992,13.760000000000003,16.799999999999997,4.160574646121458,0.0,13.644999999999996,0.374241342629408,2.4092689554847744,8.994943594589289,57.90712005926216,73.11011618078402,40.2840360042497,1512039997,30.63214525891057,112.82954002598484,116.83335632165335,-4.003816295668514,-3.0094536318761707,-0.9943626637923436
2015-08-25,111.11,111.11,103.5,103.74,103601599,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,111.11,111.11,103.5,103.74,103601599,7.609999999999999,7.989999999999995,0.3799999999999954,7.989999999999995,4.434105028541354,2.3100000000000023,0.0,0.512509818155879,2.2371783158072907,11.558359913826276,50.45388644172992,62.72233117454011,41.88677137355616,1615641596,30.30405405405402,111.4311492527564,115.86347807560496,-4.432328822848561,-3.294028670070649,-1.1383001527779115
2015-08-26,107.085,109.89,105.05,109.69,96774611,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,107.085,109.89,105.05,109.69,96774611,4.840000000000003,6.150000000000006,1.3100000000000025,6.150000000000006,4.556668955074115,0.0,0.0,0.4759019740018877,2.0773798646781985,10.44407611555681,45.58987903575737,62.72233117454011,43.37502564505501,1712416207,42.29024943310657,111.16328013694772,115.40618340333792,-4.242903266390201,-3.48380358933456,-0.7590996770556409
2015-08-27,112.25,113.24,110.02,112.92,84616056,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,112.25,113.24,110.02,112.92,84616056,3.219999999999999,3.549999999999997,0.3299999999999983,3.549999999999997,4.484764029711678,3.3499999999999943,0.0,0.6811946901446096,1.928995588629756,15.189086552417857,43.0121980967139,47.80497838154009,43.69145084051823,1797032263,46.589716684155306,111.43354473126348,115.22202166975735,-3.7884769384938863,-3.544738259166426,-0.2437386793274609
2015-08-28,112.17,113.31,111.54,113.29,53164407,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,112.17,113.31,111.54,113.29,53164407,1.769999999999996,0.3900000000000005,1.3799999999999957,1.769999999999996,4.2908523133037,0.0700000000000073,0.0,0.6375379265628524,1.791210189441916,14.85807201021995,41.744857633256345,47.50069615192648,43.963539791333105,1850196670,40.62408865558472,111.719153234146,115.07890895347904,-3.359755719333023,-3.5077417511997453,0.1479860318667221
2015-08-31,112.13,114.53,112.0,112.76,56229271,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,0,112.13,114.53,112.0,112.76,56229271,2.530000000000001,1.2399999999999949,1.2900000000000065,2.530000000000001,4.165077148067722,1.2199999999999989,0.0,0.6791423603797914,1.6632666044817792,16.305636996300578,39.93363256796835,42.01334006421661,43.824239810824785,1793967399,48.72332983560687,111.87928350581583,114.907137919888,-3.027854414072138,-3.411764283774224,0.3839098697020859
2015-09-01,110.18,111.88,107.36,107.72,76845860,2015-06-30,49404000000.0,10677000000.0,273151000000.0,147474000000.0,125677000000.0,0.0,10677000000.0,2089000000.0,12766000000.0,21.61161039591936,8.495587895955504,3.9088269858063858,0.0,25.840012954416647,2015-06-30,0.57,0.58,1,110.18,111.88,107.36,107.72,76845860,4.519999999999996,0.8800000000000097,5.400000000000006,5.400000000000006,4.253285923205742,0.0,4.640000000000001,0.6306321917812349,1.8758904184473664,14.82694093854667,44.1044983177028,49.68070990401163,44.24255910319528,1717121539,38.20577164366374,111.23939373569031,114.3747573332296,-3.135363597539282,-3.3564841465272357,0.2211205489879537
