Date_x,open_x,high_x,low_x,close_x,volume_x,open,high,low,close,volume,High-Low,High-Close,Low-Close,True Range,ATR,+DM,-DM,Smoothed+DM,Smoothed-DM,+DI,-DI,DX,ADX,OBV,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram,positive,neutral,negative,score
1999-11-01,61.0,61.25,57.0,58.5,3634200,61.0,61.25,57.0,58.5,3634200,4.25,,,4.25,4.25,0.0,,0.0,,0.0,,,,-3634200,50.0,58.5,58.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999-11-02,59.25,60.19,54.63,55.44,3596400,59.25,60.19,54.63,55.44,3596400,5.559999999999995,1.6899999999999975,3.869999999999997,5.559999999999995,4.343571428571428,0.0,2.369999999999997,0.0,2.369999999999997,0.0,54.563394178589,100.0,100.0,-7230600,0.0,58.02923076923077,58.27333333333333,-0.2441025641025618,-0.0488205128205123,-0.1952820512820494,0.0,0.0,0.0,0.0
1999-11-03,57.0,57.25,55.0,55.38,2677200,57.0,57.25,55.0,55.38,2677200,2.25,1.8100000000000025,0.4399999999999977,2.25,4.194030612244897,0.0,0.0,0.0,2.2007142857142834,0.0,52.47253749863139,100.0,100.0,-9907800,0.0,57.62165680473373,58.059012345679015,-0.4373555409452834,-0.1265275184454665,-0.3108280224998168,0.0,0.0,0.0,0.0
1999-11-04,56.31,57.0,52.25,53.0,3577800,56.31,57.0,52.25,53.0,3577800,4.75,1.6199999999999974,3.1300000000000026,4.75,4.233742711370262,0.0,2.75,0.0,2.239948979591835,0.0,52.907064323397904,100.0,100.0,-13485600,0.0,56.91063268092854,57.68427069044353,-0.7736380095149897,-0.2559496166593712,-0.5176883928556185,0.0,0.0,0.0,0.0
1999-11-05,54.56,54.94,50.5,52.63,3704400,54.56,54.94,50.5,52.63,3704400,4.439999999999998,1.9399999999999975,2.5,4.439999999999998,4.248475374843815,0.0,1.75,0.0,2.204952623906704,0.0,51.89985652177079,100.0,100.0,-17190000,0.0,56.252073806939535,57.3098802689292,-1.0578064619896637,-0.4163209857254297,-0.6414854762642339,0.0,0.0,0.0,0.0
1999-11-08,54.5,62.0,54.19,61.75,4807200,54.5,62.0,54.19,61.75,4807200,7.810000000000002,9.369999999999996,1.5599999999999952,9.369999999999996,4.614298562354971,7.060000000000002,0.0,0.5042857142857144,2.047456007913368,10.928762139490717,44.37198807674075,60.475175845686856,97.17679827469192,-12382800,60.84056037358239,57.09790860587192,57.6387780267863,-0.5408694209143832,-0.4412306727632205,-0.0996387481511626,0.0,0.0,0.0,0.0
1999-11-09,64.94,65.0,57.75,59.63,3748800,64.94,65.0,57.75,59.63,3748800,7.25,3.25,4.0,7.25,4.802562950758187,3.0,0.0,0.6825510204081634,1.90120915020527,14.21222433535011,39.587386353886814,47.16606996491375,93.60460339542206,-16131600,53.302162478083,57.48746112804547,57.78627595072805,-0.2988148226825871,-0.4127475027470938,0.1139326800645067,0.0,0.0,0.0,0.0
1999-11-10,58.63,60.88,56.25,57.5,2010000,58.63,60.88,56.25,57.5,2010000,4.630000000000003,1.25,3.3800000000000026,4.630000000000003,4.79023702570403,0.0,1.5,0.6337973760932946,1.8725513537620369,13.231023281152652,39.09099578400975,49.42464561746138,90.44889212556772,-18141600,47.4012474012474,57.48939018526925,57.7650703247482,-0.2756801394789576,-0.3853340300934666,0.1096538906145089,0.0,0.0,0.0,0.0
1999-11-11,57.38,57.44,55.0,56.25,1288200,57.38,57.44,55.0,56.25,1288200,2.4399999999999977,0.0600000000000022,2.5,2.5,4.626648666725171,0.0,1.25,0.5885261349437736,1.828083399921891,12.72035499856408,39.51204276800734,51.29323736807246,87.65205964288948,-19429800,44.5095168374817,57.298714772150895,57.65284289328537,-0.3541281211344724,-0.3790928483016678,0.0249647271671953,0.0,0.0,0.0,0.0
1999-11-12,56.44,58.0,55.75,56.63,1119600,56.44,58.0,55.75,56.63,1119600,2.25,1.75,0.5,2.25,4.456888047673374,0.5600000000000023,0.0,0.5864885538763613,1.6975060142131846,13.159149334758938,38.08724823364887,48.64361219852363,84.86574196829193,-18310200,45.51988500239578,57.19583557643537,57.57707675304201,-0.3812411766066361,-0.3795225139626615,-0.0017186626439746,0.0,0.0,0.0,0.0
1999-11-15,61.0,62.0,59.0,59.94,3022800,61.0,62.0,59.0,59.94,3022800,3.0,5.369999999999997,2.369999999999997,5.369999999999997,4.522110329982418,4.0,0.0,0.8303108000280498,1.5762555846265287,18.36113538678916,34.8566370478771,30.99622721213846,81.01791948570954,-15287400,52.97766749379653,57.61801471852223,57.75210810466852,-0.13409338614629,-0.3304366883993872,0.1963433022530971,0.0,0.0,0.0,0.0
1999-11-16,62.0,69.0,61.13,68.75,7351200,62.0,69.0,61.13,68.75,7351200,7.869999999999997,9.060000000000002,1.1900000000000048,9.060000000000002,4.846245306412245,7.0,0.0,1.271002885740332,1.4636659000103482,26.22654870686429,30.202059686778927,7.045204716341165,75.73415414504036,-7936200,65.53501060927555,59.33062783874958,58.56676676358197,0.7638610751676111,-0.1115771356859875,0.8754382108535987,0.0,0.0,0.0,0.0
1999-11-17,75.13,81.0,72.0,76.88,13559400,75.13,81.0,72.0,76.88,13559400,9.0,12.25,3.25,12.25,5.375084927382798,12.0,0.0,2.037359822473165,1.3591183357238947,37.90376989383093,25.28552300262292,19.96896358989981,71.75092624824461,5623200,72.34922178988327,62.03053124817272,59.92330255887219,2.107228689300534,0.3321840293113168,1.7750446599892171,0.0,0.0,0.0,0.0
1999-11-18,75.0,75.06,69.5,71.88,6660000,75.0,75.06,69.5,71.88,6660000,5.560000000000002,1.8199999999999927,7.3799999999999955,7.3799999999999955,5.518293146855456,0.0,2.5,1.8918341208679397,1.440609883172188,34.282957982143124,26.10607745608994,13.540339677086974,67.59302720744763,-1036800,64.50563746747615,63.54583413306922,60.80898385080758,2.736850282261642,0.8131172799013819,1.92373300236026,0.0,0.0,0.0,0.0
1999-11-19,71.38,71.5,67.5,67.88,2826600,71.38,71.5,67.5,67.88,2826600,4.0,0.3799999999999954,4.379999999999996,4.379999999999996,5.436986493508637,0.0,2.0,1.7567031122345154,1.4805663200884602,32.31023498645601,27.231377562849342,8.529929248054799,63.37423449606244,-3863400,59.357541899441344,64.21262888182781,61.33276282482184,2.8798660570059766,1.226467035322301,1.6533990216836756,0.0,0.0,0.0,0.0
1999-11-22,68.0,68.13,65.63,66.75,2802600,68.0,68.13,65.63,66.75,2802600,2.5,0.25,2.25,2.5,5.227201743972306,0.0,1.8700000000000043,1.6312243185034787,1.5083830115107135,31.206454206297057,28.85641468210195,3.912632825717407,59.12697723389493,-6666000,61.734799750985694,64.60299366923891,61.73403965261281,2.8689540166261054,1.5549644315830622,1.3139895850430432,0.0,0.0,0.0,0.0
1999-11-23,65.38,65.38,61.5,61.94,4360800,65.38,65.38,61.5,61.94,4360800,3.879999999999996,1.3700000000000043,5.25,5.25,5.228830190831427,0.0,4.129999999999996,1.5147082957532303,1.6956413678313766,28.96839714567933,32.42869448705037,5.6359303826150935,55.30618817308923,-11026800,56.1956932376275,64.19330233550984,61.74929597464149,2.44400636086835,1.73277281744012,0.7112335434282302,0.0,0.0,0.0,0.0
1999-11-24,62.25,64.25,60.63,61.0,5277600,62.25,64.25,60.63,61.0,5277600,3.619999999999997,2.3100000000000023,1.3099999999999952,3.619999999999997,5.113913748629182,0.0,0.8699999999999974,1.406514846056571,1.6366669844148498,27.503687296908296,32.004196098410326,7.562878302366366,51.89595175375189,-16304400,57.76699029126213,63.70202505312371,61.693792569112496,2.0082324840112165,1.7878647507543397,0.2203677332568769,0.0,0.0,0.0,0.0
1999-11-26,62.75,65.38,62.06,63.63,4771200,62.75,65.38,62.06,63.63,4771200,3.319999999999993,4.379999999999996,1.0600000000000025,4.379999999999996,5.061491338012812,1.1299999999999957,0.0,1.3867637856239583,1.5197621998137891,27.398323794591636,30.025976502223195,4.575854984823055,48.515944841685545,-11533200,60.23065476190476,63.690944275720064,61.83721534177083,1.8537289339492349,1.8010375873933189,0.052691346555916,0.0,0.0,0.0,0.0
1999-11-29,65.25,66.88,64.06,64.38,3891600,65.25,66.88,64.06,64.38,3891600,2.819999999999993,3.249999999999993,0.4299999999999997,3.249999999999993,4.932099099583325,1.5,0.0,1.3948520866508187,1.411207756969947,28.28110422129716,28.61272104384864,0.5828696189894487,45.09215375435012,-7641600,52.89711390174047,63.7969528486862,62.02556976089892,1.7713830877872851,1.795106687472112,-0.0237235996848268,0.0,0.0,0.0,0.0
1999-11-30,64.75,64.81,61.75,62.0,1620000,64.75,64.81,61.75,62.0,1620000,3.0600000000000023,0.4300000000000068,2.6299999999999955,3.0600000000000023,4.7983777353273735,0.0,2.3100000000000023,1.2952197947471888,1.4754072029006653,26.99286855245508,30.74804203175147,6.503488499406377,42.33582052185413,-9261600,52.59583789704271,63.52049856427294,62.02367570453604,1.496822859736902,1.73544992192507,-0.2386270621881681,0.0,0.0,0.0,0.0
1999-12-01,62.56,63.38,60.44,60.63,2101800,62.56,63.38,60.44,60.63,2101800,2.940000000000005,1.3800000000000026,1.5600000000000025,2.940000000000005,4.665636468518276,0.0,1.3100000000000025,1.2027040951223895,1.463592402693475,25.77792125978361,31.369619398535917,9.784669776403168,40.010738325750495,-11363400,53.48629984406328,63.07580647746172,61.920440467163,1.1553660102987209,1.6194331395998005,-0.4640671293010794,0.0,0.0,0.0,0.0
1999-12-02,63.88,65.25,63.0,65.06,5703600,63.88,65.25,63.0,65.06,5703600,2.25,4.619999999999997,2.369999999999997,4.619999999999997,4.662376720766971,1.8699999999999972,0.0,1.2503680883279331,1.3590500882153698,26.81825522074598,29.149298085715458,4.164989761488039,37.45032771401746,-5659800,59.16371957561889,63.38106701939069,62.153000432558336,1.2280665868323482,1.54115982904631,-0.3130932422139618,0.0,0.0,0.0,0.0
