Date,open,high,low,close,volume,High-Low,High-Close,Low-Close,True Range,ATR,+DM,-DM,Smoothed+DM,Smoothed-DM,+DI,-DI,DX,ADX,OBV,RSI,EMA_12,EMA_26,MACD,Signal_Line,MACD_Histogram
2001-01-02,146.5,146.5,146.5,146.5,0,0.0,,,0.0,0.0,0.0,,0.0,,,,,,0,50.0,146.5,146.5,0.0,0.0,0.0
2001-01-03,146.5,146.5,146.5,146.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,50.0,146.5,146.5,0.0,0.0,0.0
2001-01-04,146.5,146.5,146.5,146.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,50.0,146.5,146.5,0.0,0.0,0.0
2001-01-05,152.5,152.5,152.5,152.5,0,0.0,6.0,6.0,6.0,0.42857142857142855,6.0,0.0,0.42857142857142855,0.0,100.0,0.0,100.0,100.0,0,100.0,147.42307692307693,146.94444444444446,0.47863247863247693,0.09572649572649539,0.38290598290598155
2001-01-08,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.3979591836734694,0.0,0.0,0.3979591836734694,0.0,100.0,0.0,100.0,100.0,0,100.0,148.20414201183434,147.3559670781893,0.8481749336450264,0.24621618331020162,0.6019587503348247
2001-01-09,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.36953352769679304,0.0,0.0,0.36953352769679304,0.0,100.0,0.0,100.0,100.0,0,100.0,148.8650432407829,147.737006553879,1.1280366869038971,0.42258028402894077,0.7054564028749564
2001-01-10,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.3431382757184507,0.0,0.0,0.3431382757184507,0.0,100.0,0.0,100.0,100.0,0,100.0,149.42426735758553,148.0898208832213,1.3344464743642277,0.6049535220959983,0.7294929522682294
2001-01-11,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.3186283988814185,0.0,0.0,0.3186283988814185,0.0,100.0,0.0,100.0,100.0,0,100.0,149.89745699488006,148.41650081779753,1.4809561770825326,0.7801540530933052,0.7008021239892274
2001-01-12,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.29586922753274575,0.0,0.0,0.29586922753274575,0.0,100.0,0.0,100.0,100.0,0,100.0,150.29784822643697,148.71898223870141,1.5788659877355542,0.9398964400217551,0.6389695477137991
2001-01-16,152.5,152.5,152.5,152.5,0,0.0,0.0,0.0,0.0,0.2747357112804068,0.0,0.0,0.2747357112804068,0.0,100.0,0.0,100.0,100.0,0,100.0,150.63664080698513,148.99905762842724,1.6375831785578896,1.0794337877289821,0.5581493908289075
2001-01-17,156.0,156.0,156.0,156.0,0,0.0,3.5,3.5,3.5,0.5051117319032349,3.5,0.0,0.5051117319032349,0.0,100.0,0.0,100.0,100.0,0,100.0,151.46177299052587,149.51764595224742,1.9441270382784523,1.2523724378388763,0.691754600439576
2001-01-18,156.0,156.0,156.0,156.0,0,0.0,0.0,0.0,0.0,0.4690323224815753,0.0,0.0,0.4690323224815753,0.0,100.0,0.0,100.0,100.0,0,100.0,152.1599617612142,149.997820326155,2.1621414350591976,1.4343262372829408,0.7278151977762568
2001-01-19,156.0,156.0,156.0,156.0,0,0.0,0.0,0.0,0.0,0.43553001373289135,0.0,0.0,0.43553001373289135,0.0,100.0,0.0,100.0,100.0,0,100.0,152.75073687487355,150.4424262279213,2.3083106469522647,1.6091231192168058,0.6991875277354589
2001-01-22,180.6,180.6,180.6,180.6,0,0.0,24.599999999999994,24.599999999999994,24.599999999999994,2.1615635841805414,24.599999999999994,0.0,2.1615635841805414,0.0,100.0,0.0,100.0,100.0,0,100.0,157.03523889412378,152.6763205814086,4.35891831271519,2.1590821579164827,2.199836154798707
2001-01-23,180.6,180.6,180.6,180.6,0,0.0,0.0,0.0,0.0,2.0071661853105027,0.0,0.0,2.0071661853105027,0.0,100.0,0.0,100.0,100.0,0,100.0,160.6605867565663,154.744741279082,5.915845477484282,2.9104348218300427,3.0054106556542397
2001-01-24,180.6,180.6,180.6,180.6,0,0.0,0.0,0.0,0.0,1.8637971720740383,0.0,0.0,1.8637971720740383,0.0,100.0,0.0,100.0,100.0,0,100.0,163.72818879401763,156.65994562877964,7.068243165237988,3.741996490511632,3.3262466747263555
