Datetime,positive,neutral,negative,score
2003-02-19 00:00:00+00:00,0.0031298634130507708,0.9833738803863525,0.013496294617652893,-0.6235013035157219
2003-02-19 00:00:00+00:00,0.08476662635803223,0.8695944547653198,0.04563893750309944,0.30004616134783707
2003-02-20 00:00:00+00:00,0.004184239078313112,0.7374511361122131,0.25836458802223206,-0.9681260120296731
2003-02-25 00:00:00+00:00,0.003388567827641964,0.9894658327102661,0.007145631592720747,-0.3566539435181322
2003-03-02 00:00:00+00:00,0.004109262954443693,0.9952458739280701,0.0006448052008636296,0.7287353989051313
2003-03-03 00:00:00+00:00,0.017713826149702072,0.9756799340248108,0.006606258451938629,0.456724056667718
2003-03-12 00:00:00+00:00,0.023603511974215508,0.8542830944061279,0.12211339920759201,-0.6760360649593242
2003-03-13 00:00:00+00:00,0.0020160486456006765,0.0563432015478611,0.9416406750679016,-0.9957271567193056
2003-03-15 00:00:00+00:00,0.009888832457363605,0.8901643753051758,0.09994684159755707,-0.8199340507088992
2003-04-08 00:00:00+00:00,0.007604565471410751,0.4974091351032257,0.49498626589775085,-0.9697385427796431
2003-04-10 00:00:00+00:00,0.002335234312340617,0.9060094952583313,0.09165523946285248,-0.9503091277542436
2003-04-14 00:00:00+00:00,0.04185791313648224,0.8172627687454224,0.14087937772274017,-0.5418788038317933
2003-04-14 00:00:00+00:00,0.0230554286390543,0.7040480375289917,0.27289652824401855,-0.8441947883577385
2003-04-15 00:00:00+00:00,0.008138676173985004,0.990673840045929,0.0011874674819409847,0.7453465171134378
2003-04-15 00:00:00+00:00,0.001972770784050226,0.003671252401545644,0.9943559765815735,-0.9960399199776853
2003-04-16 00:00:00+00:00,0.013120287097990513,0.9527150988578796,0.03416462987661362,-0.4450540283263189
2003-04-16 00:00:00+00:00,0.03141959756612778,0.8864951133728027,0.08208530396223068,-0.44637461214346247
2003-04-17 00:00:00+00:00,0.010990030132234097,0.7614845037460327,0.22752544283866882,-0.9078463967528446
2003-05-22 00:00:00+00:00,0.10080987215042114,0.8793032169342041,0.01988701894879341,0.670463443297044
2003-05-26 00:00:00+00:00,0.0011072773486375809,0.7138367295265198,0.2850559949874878,-0.9922612196904361
2003-05-27 00:00:00+00:00,0.09516571462154388,0.08593308925628662,0.8189012408256531,-0.7917751778369777
2003-05-28 00:00:00+00:00,0.006305558141320944,0.9913313388824463,0.0023631281219422817,0.4547897916303849
2003-05-28 00:00:00+00:00,0.0010624249698594213,0.950918972492218,0.04801862686872482,-0.9567073267560166
2003-06-04 00:00:00+00:00,0.008815194480121136,0.5811177492141724,0.41006702184677124,-0.9579108678452856
2003-06-10 00:00:00+00:00,0.03143749758601189,0.8852693438529968,0.08329316973686218,-0.45197742993090506
2003-06-16 00:00:00+00:00,0.021376559510827065,0.9661606550216675,0.01246275007724762,0.26341581852842416
2003-06-18 00:00:00+00:00,0.0022745386231690645,0.005547674372792244,0.9921777844429016,-0.9954255451560388
2003-06-19 00:00:00+00:00,0.013044856488704681,0.9734961986541748,0.013458944857120514,-0.015623734988530563
2003-06-24 00:00:00+00:00,0.0013495058519765735,0.9916278123855591,0.007022733800113201,-0.6776236925707863
2003-06-27 00:00:00+00:00,0.00729734543710947,0.5125835537910461,0.4801190495491028,-0.9700570374235529
2003-07-01 00:00:00+00:00,0.01260291039943695,0.9637596011161804,0.023637492209672928,-0.30448287038241056
2003-07-03 00:00:00+00:00,0.0013554416364058852,0.9863103628158569,0.012334240600466728,-0.8019761725725003
2003-07-22 00:00:00+00:00,0.0011737182503566146,0.0404362790286541,0.958389937877655,-0.9975536417144168
2003-07-27 00:00:00+00:00,0.0020415852777659893,0.9896193146705627,0.008339081890881062,-0.6066562496229081
2003-08-08 00:00:00+00:00,0.23316872119903564,0.7343450784683228,0.03248618543148041,0.7554256697643944
2003-08-08 00:00:00+00:00,0.0038765682838857174,0.9578737616539001,0.0382496677339077,-0.8159546804870808
2003-08-11 00:00:00+00:00,0.019660480320453644,0.9791566133499146,0.0011828674469143152,0.8864992840769854
2003-08-18 00:00:00+00:00,0.03714379668235779,0.9619352221488953,0.0009210649295710027,0.9516055022628871
2003-08-19 00:00:00+00:00,0.0026352228596806526,0.9832296967506409,0.014135017991065979,-0.6857262953902861
2003-08-25 00:00:00+00:00,0.004127131775021553,0.9951905012130737,0.0006823435542173684,0.7162503152603358
2003-08-27 00:00:00+00:00,0.003970273304730654,0.8845552206039429,0.11147449910640717,-0.9312177897394752
2003-09-01 00:00:00+00:00,0.058015789836645126,0.8685020208358765,0.0734822154045105,-0.11761718772464515
2003-09-03 00:00:00+00:00,0.0020127680618315935,0.9718471169471741,0.0261402390897274,-0.8570122153561749
2003-09-10 00:00:00+00:00,0.04738843813538551,0.9466080665588379,0.006003473419696093,0.7751167454080521
2003-09-11 00:00:00+00:00,0.24456864595413208,0.19051967561244965,0.5649117231369019,-0.3957391549130255
2003-10-03 00:00:00+00:00,0.0011393175227567554,0.984514057636261,0.014346562325954437,-0.8528572436455298
2003-10-04 00:00:00+00:00,0.015279851853847504,0.9038046598434448,0.08091548085212708,-0.6823161493593235
2003-10-13 00:00:00+00:00,0.013683722354471684,0.9763147830963135,0.010001452639698982,0.1554672792444629
2003-10-13 00:00:00+00:00,0.011538266204297543,0.2683127820491791,0.7201489806175232,-0.9684612072865407
2003-10-16 00:00:00+00:00,0.0037677118089050055,0.6537453532218933,0.3424869179725647,-0.9782373346962442
2003-10-17 00:00:00+00:00,0.00549890985712409,0.9940779209136963,0.0004232031060382724,0.8570769896924475
2003-10-23 00:00:00+00:00,0.05331086367368698,0.9350893497467041,0.011599867604672909,0.6425901426089741
2003-10-23 00:00:00+00:00,0.02708439715206623,0.8600286245346069,0.11288696527481079,-0.6130008784301789
2003-10-31 00:00:00+00:00,0.0009940062882378697,0.21845203638076782,0.780553936958313,-0.9974563139809216
2003-11-02 00:00:00+00:00,0.004677964840084314,0.9771693348884583,0.018152717500925064,-0.5902036767703988
2003-11-02 00:00:00+00:00,0.2934197187423706,0.6919503211975098,0.014629922807216644,0.9050158102205638
2003-11-05 00:00:00+00:00,0.038551636040210724,0.7367096543312073,0.22473861277103424,-0.7071548512391075
2003-11-09 00:00:00+00:00,0.04196213558316231,0.8403664827346802,0.11767137050628662,-0.4742690728142089
2003-11-09 00:00:00+00:00,0.012081695720553398,0.9402856230735779,0.0476326160132885,-0.5953500804161044
2003-11-15 00:00:00+00:00,0.002270262688398361,0.9505159258842468,0.04721376672387123,-0.9082426101769534
2003-11-20 00:00:00+00:00,0.1428288221359253,0.826299250125885,0.030871938914060593,0.6445388180518499
2003-11-20 00:00:00+00:00,0.011680174618959427,0.96201092004776,0.026308830827474594,-0.3850760512575709
2003-11-26 00:00:00+00:00,0.003936715889722109,0.8926325440406799,0.10343067348003387,-0.9266683131101439
2003-12-01 00:00:00+00:00,0.004952916409820318,0.975723922252655,0.019323164597153664,-0.5919509076940833
2003-12-02 00:00:00+00:00,0.3346795439720154,0.3916623294353485,0.2736581265926361,0.10030846408498745
2003-12-04 00:00:00+00:00,0.013450773432850838,0.8661651611328125,0.12038403749465942,-0.7989943970535998
2003-12-09 00:00:00+00:00,0.0018632897408679128,0.745854914188385,0.2522817850112915,-0.9853368022757476
2003-12-11 00:00:00+00:00,0.005612123291939497,0.5151511430740356,0.4792367219924927,-0.9768500086304333
2003-12-16 00:00:00+00:00,0.0025792880915105343,0.9567375779151917,0.040683161467313766,-0.8807608853491545
2004-01-06 00:00:00+00:00,0.04307636246085167,0.01590893045067787,0.9410147070884705,-0.9124545201277376
2004-01-07 00:00:00+00:00,0.005066785495728254,0.9942647814750671,0.0006685233674943447,0.7668745019884736
2004-01-08 00:00:00+00:00,0.002310463460162282,0.8503527045249939,0.14733685553073883,-0.9691212181315088
2004-01-27 00:00:00+00:00,0.0013230065815150738,0.16877047717571259,0.8299065232276917,-0.9968167478799298
2004-02-04 00:00:00+00:00,0.035616952925920486,0.9087586998939514,0.05562443658709526,-0.21928078658118935
2004-02-04 00:00:00+00:00,0.002349874470382929,0.9876985549926758,0.00995148066431284,-0.6179486821325649
2004-02-06 00:00:00+00:00,0.003677765605971217,0.9176689386367798,0.07865329831838608,-0.9106591016642221
2004-02-06 00:00:00+00:00,0.0059422277845442295,0.9188287854194641,0.0752289742231369,-0.8535877839043969
2004-02-08 00:00:00+00:00,0.012615866959095001,0.8983684778213501,0.08901569992303848,-0.7517332981055744
2004-02-10 00:00:00+00:00,0.0025782918091863394,0.8116588592529297,0.18576283752918243,-0.9726210433351045
2004-02-11 00:00:00+00:00,0.038004741072654724,0.6121686100959778,0.3498265743255615,-0.8040140671279609
2004-02-12 00:00:00+00:00,0.0026759470347315073,0.9233916997909546,0.07393239438533783,-0.9301395387205059
2004-02-12 00:00:00+00:00,0.004311149939894676,0.9727722406387329,0.022916538640856743,-0.6833260431116845
2004-02-23 00:00:00+00:00,0.007748366799205542,0.9884271025657654,0.0038244985044002533,0.3390576310935474
2004-02-26 00:00:00+00:00,0.3852107524871826,0.41957393288612366,0.19521529972553253,0.3273379133092743
2004-02-27 00:00:00+00:00,0.05616007372736931,0.8888466954231262,0.054993223398923874,0.010497667263254016
2004-02-27 00:00:00+00:00,0.0030341781675815582,0.7811146378517151,0.21585117280483246,-0.9722760965582941
2004-02-27 00:00:00+00:00,0.3332122564315796,0.6252641677856445,0.041523527354002,0.7783850427384796
2004-02-27 00:00:00+00:00,0.4310988783836365,0.5025312304496765,0.06636989861726761,0.7331695909946646
2004-03-16 00:00:00+00:00,0.009307161904871464,0.9699732661247253,0.020719537511467934,-0.38007426152160717
2004-03-17 00:00:00+00:00,0.009336065500974655,0.98541659116745,0.005247296299785376,0.2803721979232654
2004-03-17 00:00:00+00:00,0.004391730763018131,0.9851652383804321,0.010443026199936867,-0.4079133518688501
2004-03-30 00:00:00+00:00,0.0002874375495593995,0.017341522499918938,0.9823710918426514,-0.9994149797901064
2004-04-12 00:00:00+00:00,0.005724296905100346,0.9893651008605957,0.004910615738481283,0.07651037614400476
2004-04-17 00:00:00+00:00,0.0017459390219300985,0.24846456944942474,0.7497894763946533,-0.9953536746609278
2004-04-25 00:00:00+00:00,0.004930586088448763,0.9943591952323914,0.0007103182724677026,0.7481544706238208
2004-04-30 00:00:00+00:00,0.25030237436294556,0.6205686330795288,0.12912900745868683,0.31935515276177484
2004-04-30 00:00:00+00:00,0.0027562915347516537,0.11243579536676407,0.8848078846931458,-0.9937890879136971
2004-05-06 00:00:00+00:00,0.06885473430156708,0.8234018683433533,0.10774344205856323,-0.2202101321685894
2004-05-09 00:00:00+00:00,0.02610417641699314,0.5641598105430603,0.40973609685897827,-0.8802121877320679
2004-05-17 00:00:00+00:00,0.0041914512403309345,0.9104204177856445,0.08538813143968582,-0.9064194961634722
2004-05-19 00:00:00+00:00,0.004344059620052576,0.8441587686538696,0.15149718523025513,-0.9442501935322034
2004-05-24 00:00:00+00:00,0.002566317096352577,0.9898465275764465,0.007587151601910591,-0.49449450771605447
2004-06-03 00:00:00+00:00,0.0019614649936556816,0.9342155456542969,0.06382298469543457,-0.9403669103283242
2004-06-12 00:00:00+00:00,0.00397022208198905,0.9771904349327087,0.018839413300156593,-0.6518820213060695
2004-06-17 00:00:00+00:00,0.0008452801848761737,0.992544949054718,0.006609801203012466,-0.7732338143888282
2004-06-18 00:00:00+00:00,0.2010776400566101,0.43535077571868896,0.3635716140270233,-0.2877786037885128
2004-06-25 00:00:00+00:00,0.013517102226614952,0.9104296565055847,0.07605325430631638,-0.6981791130496333
2004-06-25 00:00:00+00:00,0.14349201321601868,0.685398280620575,0.17110969126224518,-0.08778616788496972
2004-07-02 00:00:00+00:00,0.005483645014464855,0.9204079508781433,0.07410847395658493,-0.8622063318490256
2004-07-12 00:00:00+00:00,0.0024763490073382854,0.9835419654846191,0.013981602154672146,-0.6990695885579739
